RowID,OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Segment,Country,City,State,PostalCode,Region,ProductID,Category,SubCategory,ProductName,Sales,Quantity,Discount,Profit
9040,CA-70438,2043-10-01,2043-10-03,First Class,C-5356,Customer 9040,Corporate,United States,Houston,Texas,54763,West,P-3988,Office Supplies,Storage,Product 9040,85.2,6,0.22,10.77
9041,CA-64374,2043-10-02,2043-10-04,First Class,C-3792,Customer 9041,Home Office,United States,New York,New York,60144,West,P-9235,Office Supplies,Storage,Product 9041,1978.94,8,0.06,353.97
9042,CA-30093,2043-10-03,2043-10-05,Standard Class,C-9573,Customer 9042,Corporate,United States,Miami,Florida,43190,South,P-2913,Furniture,Chairs,Product 9042,1292.13,8,0.1,75.31
9043,CA-89895,2043-10-04,2043-10-06,Standard Class,C-8101,Customer 9043,Home Office,United States,Miami,Florida,32582,East,P-3880,Technology,Accessories,Product 9043,430.22,3,0.2,66.52
9044,CA-30478,2043-10-05,2043-10-07,First Class,C-4295,Customer 9044,Corporate,United States,Houston,Texas,29002,Central,P-6380,Technology,Accessories,Product 9044,1684.18,6,0.2,184.61
9045,CA-14988,2043-10-06,2043-10-08,Second Class,C-9653,Customer 9045,Corporate,United States,Houston,Texas,61265,South,P-6792,Office Supplies,Binders,Product 9045,1766.56,4,0.27,249.07
9046,CA-65553,2043-10-07,2043-10-09,Standard Class,C-7744,Customer 9046,Consumer,United States,Chicago,Illinois,10181,Central,P-5387,Furniture,Tables,Product 9046,1155.9,9,0.23,143.57
9047,CA-64873,2043-10-08,2043-10-10,Standard Class,C-9338,Customer 9047,Corporate,United States,New York,New York,97656,South,P-3795,Office Supplies,Paper,Product 9047,1773.43,7,0.25,127.42
9048,CA-55918,2043-10-09,2043-10-11,Standard Class,C-1177,Customer 9048,Corporate,United States,New York,New York,79781,Central,P-6894,Furniture,Bookcases,Product 9048,77.76,8,0.25,4.51
9049,CA-44130,2043-10-10,2043-10-12,Same Day,C-2692,Customer 9049,Corporate,United States,New York,New York,25058,West,P-1817,Technology,Copiers,Product 9049,1891.43,1,0.08,467.56
9050,CA-58114,2043-10-11,2043-10-13,First Class,C-4027,Customer 9050,Consumer,United States,Miami,Florida,68639,West,P-5462,Office Supplies,Binders,Product 9050,133.26,4,0.24,15.07
9051,CA-64336,2043-10-12,2043-10-14,Second Class,C-7903,Customer 9051,Corporate,United States,Los Angeles,California,58626,South,P-5011,Furniture,Tables,Product 9051,1291.93,6,0.06,247.77
9052,CA-94248,2043-10-13,2043-10-15,Second Class,C-7179,Customer 9052,Consumer,United States,New York,New York,88786,South,P-5920,Office Supplies,Storage,Product 9052,704.87,6,0.0,50.25
9053,CA-93539,2043-10-14,2043-10-16,First Class,C-4156,Customer 9053,Corporate,United States,Houston,Texas,70542,West,P-5825,Furniture,Bookcases,Product 9053,97.84,2,0.18,12.26
9054,CA-65121,2043-10-15,2043-10-17,Standard Class,C-1887,Customer 9054,Corporate,United States,New York,New York,10486,South,P-3203,Office Supplies,Paper,Product 9054,1859.99,7,0.11,375.55
9055,CA-74930,2043-10-16,2043-10-18,Second Class,C-1555,Customer 9055,Corporate,United States,New York,New York,25356,Central,P-7954,Office Supplies,Binders,Product 9055,288.01,3,0.2,67.34
9056,CA-17061,2043-10-17,2043-10-19,Same Day,C-6246,Customer 9056,Corporate,United States,Los Angeles,California,96135,Central,P-3049,Furniture,Bookcases,Product 9056,1710.41,6,0.07,300.31
9057,CA-34856,2043-10-18,2043-10-20,Same Day,C-6100,Customer 9057,Home Office,United States,Houston,Texas,22067,South,P-1375,Furniture,Chairs,Product 9057,674.08,3,0.08,58.2
9058,CA-67721,2043-10-19,2043-10-21,Second Class,C-8308,Customer 9058,Home Office,United States,Chicago,Illinois,85025,Central,P-5467,Technology,Copiers,Product 9058,1487.5,6,0.27,57.73
9059,CA-16289,2043-10-20,2043-10-22,Same Day,C-7599,Customer 9059,Home Office,United States,Chicago,Illinois,10539,Central,P-9095,Office Supplies,Storage,Product 9059,523.36,8,0.2,58.01
9060,CA-67651,2043-10-21,2043-10-23,First Class,C-5581,Customer 9060,Corporate,United States,Los Angeles,California,76233,West,P-2486,Furniture,Chairs,Product 9060,1175.2,5,0.03,172.73
9061,CA-16160,2043-10-22,2043-10-24,Same Day,C-3765,Customer 9061,Home Office,United States,Houston,Texas,15523,East,P-5730,Furniture,Tables,Product 9061,1603.12,1,0.11,249.09
9062,CA-18796,2043-10-23,2043-10-25,Same Day,C-5716,Customer 9062,Consumer,United States,Chicago,Illinois,46727,Central,P-9814,Furniture,Chairs,Product 9062,1141.04,3,0.2,46.55
9063,CA-16694,2043-10-24,2043-10-26,Second Class,C-5456,Customer 9063,Corporate,United States,Chicago,Illinois,69934,South,P-1537,Technology,Copiers,Product 9063,626.97,1,0.21,114.37
9064,CA-84183,2043-10-25,2043-10-27,Same Day,C-6028,Customer 9064,Home Office,United States,Chicago,Illinois,88627,East,P-9322,Technology,Phones,Product 9064,482.2,8,0.15,87.63
9065,CA-59114,2043-10-26,2043-10-28,Second Class,C-3325,Customer 9065,Consumer,United States,Los Angeles,California,49192,Central,P-1731,Technology,Copiers,Product 9065,366.12,7,0.08,18.35
9066,CA-57850,2043-10-27,2043-10-29,Standard Class,C-3921,Customer 9066,Consumer,United States,Houston,Texas,86104,East,P-5200,Technology,Phones,Product 9066,1680.85,4,0.2,179.38
9067,CA-73383,2043-10-28,2043-10-30,Standard Class,C-9849,Customer 9067,Corporate,United States,Houston,Texas,94141,East,P-5961,Technology,Phones,Product 9067,1229.67,4,0.03,169.39
9068,CA-56307,2043-10-29,2043-10-31,Same Day,C-2480,Customer 9068,Corporate,United States,Houston,Texas,15724,East,P-8468,Technology,Accessories,Product 9068,1027.18,1,0.24,94.45
9069,CA-40623,2043-10-30,2043-11-01,Standard Class,C-9429,Customer 9069,Consumer,United States,Los Angeles,California,56530,West,P-6979,Office Supplies,Paper,Product 9069,514.17,4,0.23,49.1
9070,CA-76537,2043-10-31,2043-11-02,Second Class,C-4141,Customer 9070,Consumer,United States,Miami,Florida,21424,East,P-4293,Technology,Accessories,Product 9070,878.83,1,0.09,126.66
9071,CA-79271,2043-11-01,2043-11-03,Standard Class,C-3532,Customer 9071,Corporate,United States,Los Angeles,California,58856,West,P-5868,Technology,Accessories,Product 9071,1247.72,5,0.02,275.79
9072,CA-26926,2043-11-02,2043-11-04,First Class,C-6526,Customer 9072,Consumer,United States,Chicago,Illinois,78196,South,P-4838,Furniture,Bookcases,Product 9072,162.33,5,0.03,34.48
9073,CA-54914,2043-11-03,2043-11-05,Standard Class,C-6955,Customer 9073,Home Office,United States,Chicago,Illinois,46994,South,P-4872,Furniture,Bookcases,Product 9073,734.22,2,0.13,97.47
9074,CA-69389,2043-11-04,2043-11-06,Standard Class,C-2349,Customer 9074,Home Office,United States,Houston,Texas,77769,East,P-1883,Office Supplies,Storage,Product 9074,494.22,2,0.06,95.36
9075,CA-82827,2043-11-05,2043-11-07,Second Class,C-3593,Customer 9075,Consumer,United States,Miami,Florida,78522,West,P-7174,Office Supplies,Paper,Product 9075,1300.1,9,0.13,76.3
9076,CA-43411,2043-11-06,2043-11-08,Standard Class,C-7151,Customer 9076,Consumer,United States,Los Angeles,California,76487,Central,P-7445,Technology,Phones,Product 9076,1220.41,2,0.02,289.86
9077,CA-36983,2043-11-07,2043-11-09,Same Day,C-7476,Customer 9077,Corporate,United States,Los Angeles,California,27036,South,P-7922,Technology,Copiers,Product 9077,612.84,5,0.13,85.51
9078,CA-70153,2043-11-08,2043-11-10,First Class,C-2074,Customer 9078,Home Office,United States,Miami,Florida,58885,Central,P-7628,Office Supplies,Binders,Product 9078,102.43,9,0.27,5.41
9079,CA-22190,2043-11-09,2043-11-11,Standard Class,C-8935,Customer 9079,Home Office,United States,New York,New York,76397,East,P-1663,Technology,Accessories,Product 9079,381.97,8,0.2,43.83
9080,CA-23477,2043-11-10,2043-11-12,Standard Class,C-9793,Customer 9080,Home Office,United States,Chicago,Illinois,19030,West,P-5537,Technology,Accessories,Product 9080,336.92,2,0.02,74.98
9081,CA-72334,2043-11-11,2043-11-13,Same Day,C-3981,Customer 9081,Home Office,United States,Houston,Texas,34240,Central,P-6554,Office Supplies,Storage,Product 9081,1145.42,2,0.03,89.8
9082,CA-94807,2043-11-12,2043-11-14,First Class,C-8191,Customer 9082,Home Office,United States,Chicago,Illinois,17509,West,P-3474,Office Supplies,Storage,Product 9082,355.2,5,0.15,76.59
9083,CA-19404,2043-11-13,2043-11-15,First Class,C-3575,Customer 9083,Home Office,United States,Los Angeles,California,95320,South,P-4784,Technology,Phones,Product 9083,975.02,4,0.08,203.67
9084,CA-98641,2043-11-14,2043-11-16,Standard Class,C-8513,Customer 9084,Corporate,United States,Houston,Texas,96491,South,P-7868,Furniture,Chairs,Product 9084,1236.77,3,0.13,76.16
9085,CA-82917,2043-11-15,2043-11-17,Second Class,C-4034,Customer 9085,Consumer,United States,New York,New York,95769,West,P-3206,Office Supplies,Binders,Product 9085,1761.54,4,0.23,399.66
9086,CA-55933,2043-11-16,2043-11-18,First Class,C-2842,Customer 9086,Home Office,United States,Los Angeles,California,34456,South,P-4578,Furniture,Chairs,Product 9086,505.15,2,0.12,127.09
9087,CA-94211,2043-11-17,2043-11-19,First Class,C-4918,Customer 9087,Corporate,United States,New York,New York,71241,South,P-9721,Furniture,Tables,Product 9087,388.11,2,0.09,29.33
9088,CA-62883,2043-11-18,2043-11-20,Second Class,C-8106,Customer 9088,Corporate,United States,Houston,Texas,31461,South,P-3646,Office Supplies,Storage,Product 9088,363.04,4,0.27,26.69
9089,CA-90970,2043-11-19,2043-11-21,First Class,C-1363,Customer 9089,Consumer,United States,New York,New York,52869,Central,P-3693,Office Supplies,Paper,Product 9089,733.65,3,0.21,79.31
9090,CA-24011,2043-11-20,2043-11-22,First Class,C-7456,Customer 9090,Consumer,United States,Chicago,Illinois,76455,South,P-1600,Furniture,Tables,Product 9090,1305.38,7,0.19,314.48
9091,CA-18202,2043-11-21,2043-11-23,Second Class,C-8013,Customer 9091,Consumer,United States,Los Angeles,California,26032,West,P-7089,Office Supplies,Paper,Product 9091,1350.29,9,0.02,299.53
9092,CA-71922,2043-11-22,2043-11-24,Standard Class,C-1316,Customer 9092,Consumer,United States,New York,New York,94405,South,P-1191,Office Supplies,Paper,Product 9092,437.7,1,0.15,103.66
9093,CA-81629,2043-11-23,2043-11-25,Second Class,C-3758,Customer 9093,Consumer,United States,New York,New York,19534,West,P-3992,Furniture,Chairs,Product 9093,279.84,7,0.27,24.31
9094,CA-20601,2043-11-24,2043-11-26,Same Day,C-3115,Customer 9094,Corporate,United States,Los Angeles,California,46236,West,P-6776,Office Supplies,Storage,Product 9094,908.38,3,0.25,182.25
9095,CA-75697,2043-11-25,2043-11-27,Same Day,C-7591,Customer 9095,Consumer,United States,Houston,Texas,23893,Central,P-9777,Furniture,Chairs,Product 9095,299.56,4,0.02,22.79
9096,CA-83432,2043-11-26,2043-11-28,Standard Class,C-4749,Customer 9096,Corporate,United States,Los Angeles,California,66334,West,P-2006,Technology,Copiers,Product 9096,1629.58,2,0.23,375.02
9097,CA-73923,2043-11-27,2043-11-29,Same Day,C-2214,Customer 9097,Home Office,United States,New York,New York,77420,Central,P-3464,Office Supplies,Storage,Product 9097,186.09,5,0.26,10.56
9098,CA-53125,2043-11-28,2043-11-30,Same Day,C-7724,Customer 9098,Home Office,United States,Miami,Florida,84223,West,P-5295,Furniture,Chairs,Product 9098,1509.14,8,0.07,223.25
9099,CA-76176,2043-11-29,2043-12-01,First Class,C-6826,Customer 9099,Consumer,United States,New York,New York,54560,West,P-8015,Office Supplies,Paper,Product 9099,104.44,2,0.16,22.37
9100,CA-21589,2043-11-30,2043-12-02,First Class,C-1786,Customer 9100,Home Office,United States,Houston,Texas,14869,Central,P-9999,Furniture,Chairs,Product 9100,1617.83,8,0.27,310.32
9101,CA-57110,2043-12-01,2043-12-03,Standard Class,C-2919,Customer 9101,Corporate,United States,Miami,Florida,62859,Central,P-4190,Technology,Copiers,Product 9101,1261.76,9,0.26,248.15
9102,CA-82070,2043-12-02,2043-12-04,Same Day,C-3959,Customer 9102,Home Office,United States,Chicago,Illinois,55871,West,P-1510,Office Supplies,Paper,Product 9102,658.3,5,0.12,70.49
9103,CA-87278,2043-12-03,2043-12-05,Same Day,C-5506,Customer 9103,Home Office,United States,New York,New York,68034,West,P-6483,Furniture,Chairs,Product 9103,822.93,9,0.15,150.48
9104,CA-25672,2043-12-04,2043-12-06,Second Class,C-1976,Customer 9104,Home Office,United States,Miami,Florida,34835,East,P-4786,Technology,Accessories,Product 9104,1353.76,8,0.03,134.67
9105,CA-79269,2043-12-05,2043-12-07,First Class,C-5847,Customer 9105,Home Office,United States,New York,New York,24124,West,P-8781,Furniture,Tables,Product 9105,387.54,2,0.16,56.5
9106,CA-92649,2043-12-06,2043-12-08,Second Class,C-1162,Customer 9106,Corporate,United States,Chicago,Illinois,40090,Central,P-9734,Furniture,Bookcases,Product 9106,1782.83,5,0.26,345.66
9107,CA-66274,2043-12-07,2043-12-09,Same Day,C-4422,Customer 9107,Home Office,United States,Miami,Florida,32753,West,P-6078,Furniture,Tables,Product 9107,976.12,9,0.05,141.42
9108,CA-28219,2043-12-08,2043-12-10,Standard Class,C-6113,Customer 9108,Consumer,United States,Houston,Texas,80497,East,P-1291,Furniture,Bookcases,Product 9108,1525.08,9,0.14,101.63
9109,CA-40913,2043-12-09,2043-12-11,Same Day,C-2586,Customer 9109,Corporate,United States,Chicago,Illinois,54537,West,P-9610,Office Supplies,Storage,Product 9109,1023.26,8,0.19,46.38
9110,CA-88908,2043-12-10,2043-12-12,Standard Class,C-8864,Customer 9110,Consumer,United States,Chicago,Illinois,21599,South,P-7921,Furniture,Bookcases,Product 9110,915.51,2,0.01,249.22
9111,CA-36920,2043-12-11,2043-12-13,Standard Class,C-7843,Customer 9111,Corporate,United States,Houston,Texas,53109,East,P-7912,Technology,Copiers,Product 9111,949.84,6,0.01,76.01
9112,CA-71144,2043-12-12,2043-12-14,Second Class,C-1066,Customer 9112,Home Office,United States,Chicago,Illinois,59125,Central,P-9270,Technology,Copiers,Product 9112,738.99,1,0.25,149.1
9113,CA-77940,2043-12-13,2043-12-15,Same Day,C-8997,Customer 9113,Corporate,United States,Miami,Florida,28137,South,P-2919,Office Supplies,Storage,Product 9113,1470.85,7,0.29,76.71
9114,CA-45038,2043-12-14,2043-12-16,Second Class,C-2870,Customer 9114,Consumer,United States,Chicago,Illinois,83958,Central,P-9760,Technology,Phones,Product 9114,1695.38,6,0.23,144.13
9115,CA-17475,2043-12-15,2043-12-17,Same Day,C-4284,Customer 9115,Consumer,United States,Los Angeles,California,71003,West,P-7357,Furniture,Tables,Product 9115,1711.71,8,0.29,282.05
9116,CA-75989,2043-12-16,2043-12-18,Standard Class,C-9191,Customer 9116,Corporate,United States,New York,New York,44721,East,P-5542,Technology,Phones,Product 9116,259.87,7,0.05,23.13
9117,CA-94917,2043-12-17,2043-12-19,First Class,C-8820,Customer 9117,Consumer,United States,Chicago,Illinois,92032,Central,P-9560,Office Supplies,Paper,Product 9117,1527.51,2,0.26,306.17
9118,CA-70676,2043-12-18,2043-12-20,Same Day,C-8869,Customer 9118,Consumer,United States,New York,New York,27245,West,P-7996,Technology,Phones,Product 9118,415.91,2,0.27,32.26
9119,CA-18869,2043-12-19,2043-12-21,Standard Class,C-4548,Customer 9119,Corporate,United States,Los Angeles,California,78205,Central,P-5572,Office Supplies,Binders,Product 9119,44.11,2,0.09,5.7
9120,CA-85375,2043-12-20,2043-12-22,First Class,C-9515,Customer 9120,Home Office,United States,Houston,Texas,61290,South,P-8077,Technology,Accessories,Product 9120,565.41,6,0.19,122.16
9121,CA-57717,2043-12-21,2043-12-23,Same Day,C-7204,Customer 9121,Home Office,United States,Los Angeles,California,63890,West,P-8110,Office Supplies,Binders,Product 9121,599.88,8,0.09,74.1
9122,CA-72497,2043-12-22,2043-12-24,First Class,C-5876,Customer 9122,Home Office,United States,Miami,Florida,72287,East,P-6121,Furniture,Bookcases,Product 9122,1623.38,1,0.03,310.47
9123,CA-20359,2043-12-23,2043-12-25,Same Day,C-1361,Customer 9123,Consumer,United States,Miami,Florida,71364,West,P-4264,Furniture,Tables,Product 9123,1489.94,2,0.24,148.32
9124,CA-55179,2043-12-24,2043-12-26,Same Day,C-5288,Customer 9124,Consumer,United States,Houston,Texas,25296,Central,P-6960,Office Supplies,Paper,Product 9124,187.68,5,0.27,23.25
9125,CA-62729,2043-12-25,2043-12-27,First Class,C-8629,Customer 9125,Home Office,United States,Houston,Texas,94457,West,P-3631,Furniture,Chairs,Product 9125,665.4,9,0.03,108.19
9126,CA-33176,2043-12-26,2043-12-28,Second Class,C-1501,Customer 9126,Corporate,United States,New York,New York,89099,Central,P-5069,Furniture,Chairs,Product 9126,517.57,8,0.19,70.82
9127,CA-23913,2043-12-27,2043-12-29,First Class,C-5451,Customer 9127,Home Office,United States,Chicago,Illinois,15869,East,P-9559,Office Supplies,Binders,Product 9127,1199.0,1,0.29,120.65
9128,CA-11254,2043-12-28,2043-12-30,First Class,C-3481,Customer 9128,Corporate,United States,Miami,Florida,32768,Central,P-6969,Technology,Copiers,Product 9128,1092.19,8,0.08,231.74
9129,CA-16403,2043-12-29,2043-12-31,Standard Class,C-1709,Customer 9129,Consumer,United States,Houston,Texas,35408,South,P-8902,Technology,Accessories,Product 9129,1364.25,7,0.23,142.59
9130,CA-12439,2043-12-30,2044-01-01,First Class,C-9906,Customer 9130,Consumer,United States,Miami,Florida,34666,Central,P-2634,Technology,Copiers,Product 9130,1823.25,9,0.12,134.9
9131,CA-43863,2043-12-31,2044-01-02,Same Day,C-7943,Customer 9131,Home Office,United States,Chicago,Illinois,59643,East,P-3669,Furniture,Chairs,Product 9131,853.73,4,0.02,166.78
9132,CA-73855,2044-01-01,2044-01-03,Same Day,C-7623,Customer 9132,Corporate,United States,New York,New York,83463,South,P-3001,Technology,Accessories,Product 9132,1318.73,6,0.21,124.52
9133,CA-19171,2044-01-02,2044-01-04,First Class,C-5867,Customer 9133,Corporate,United States,Chicago,Illinois,29520,East,P-3547,Furniture,Tables,Product 9133,1838.34,4,0.07,102.05
9134,CA-84878,2044-01-03,2044-01-05,Standard Class,C-9087,Customer 9134,Home Office,United States,Chicago,Illinois,82382,West,P-3627,Furniture,Bookcases,Product 9134,1092.53,4,0.18,54.91
9135,CA-48193,2044-01-04,2044-01-06,Same Day,C-9702,Customer 9135,Corporate,United States,New York,New York,68509,East,P-8950,Office Supplies,Binders,Product 9135,630.4,9,0.02,106.26
9136,CA-15840,2044-01-05,2044-01-07,Second Class,C-7858,Customer 9136,Consumer,United States,New York,New York,79516,South,P-1092,Technology,Accessories,Product 9136,817.74,1,0.04,229.27
9137,CA-66913,2044-01-06,2044-01-08,First Class,C-4089,Customer 9137,Corporate,United States,Chicago,Illinois,18118,Central,P-2927,Office Supplies,Storage,Product 9137,1514.14,7,0.0,105.17
9138,CA-95938,2044-01-07,2044-01-09,Second Class,C-6960,Customer 9138,Consumer,United States,Los Angeles,California,81721,West,P-2642,Office Supplies,Binders,Product 9138,1445.62,8,0.07,178.58
9139,CA-53059,2044-01-08,2044-01-10,Standard Class,C-5392,Customer 9139,Home Office,United States,New York,New York,84458,East,P-3265,Office Supplies,Binders,Product 9139,1501.86,6,0.04,86.24
9140,CA-66795,2044-01-09,2044-01-11,Second Class,C-5083,Customer 9140,Corporate,United States,New York,New York,70285,Central,P-4690,Furniture,Bookcases,Product 9140,1491.73,1,0.09,282.13
9141,CA-77621,2044-01-10,2044-01-12,First Class,C-1224,Customer 9141,Home Office,United States,Chicago,Illinois,13265,East,P-6556,Technology,Accessories,Product 9141,1842.51,6,0.06,337.07
9142,CA-54460,2044-01-11,2044-01-13,Second Class,C-2244,Customer 9142,Home Office,United States,Miami,Florida,75248,Central,P-8291,Technology,Accessories,Product 9142,1532.73,4,0.08,170.41
9143,CA-87557,2044-01-12,2044-01-14,Same Day,C-3435,Customer 9143,Corporate,United States,Los Angeles,California,93465,East,P-4897,Office Supplies,Storage,Product 9143,1713.77,8,0.04,394.78
9144,CA-15039,2044-01-13,2044-01-15,Second Class,C-3120,Customer 9144,Corporate,United States,Miami,Florida,86371,West,P-8951,Technology,Copiers,Product 9144,1155.95,7,0.05,62.91
9145,CA-17218,2044-01-14,2044-01-16,Standard Class,C-7351,Customer 9145,Corporate,United States,Houston,Texas,50533,West,P-4452,Furniture,Bookcases,Product 9145,1295.46,8,0.08,97.05
9146,CA-35387,2044-01-15,2044-01-17,Standard Class,C-5930,Customer 9146,Consumer,United States,Los Angeles,California,74398,West,P-4800,Technology,Phones,Product 9146,1936.08,1,0.13,108.7
9147,CA-68222,2044-01-16,2044-01-18,Standard Class,C-2931,Customer 9147,Home Office,United States,Miami,Florida,30609,Central,P-4059,Technology,Copiers,Product 9147,1743.2,9,0.08,215.73
9148,CA-10541,2044-01-17,2044-01-19,Same Day,C-6314,Customer 9148,Consumer,United States,Los Angeles,California,17068,West,P-7079,Technology,Phones,Product 9148,1559.17,3,0.06,258.41
9149,CA-81031,2044-01-18,2044-01-20,Standard Class,C-4997,Customer 9149,Home Office,United States,Miami,Florida,54960,West,P-1638,Technology,Copiers,Product 9149,1377.32,2,0.19,136.6
9150,CA-64651,2044-01-19,2044-01-21,Same Day,C-6297,Customer 9150,Home Office,United States,New York,New York,27409,West,P-2215,Technology,Phones,Product 9150,729.87,9,0.11,83.61
9151,CA-18290,2044-01-20,2044-01-22,Standard Class,C-5119,Customer 9151,Consumer,United States,New York,New York,87796,Central,P-3836,Technology,Accessories,Product 9151,1105.29,1,0.18,175.34
9152,CA-49660,2044-01-21,2044-01-23,Standard Class,C-4247,Customer 9152,Home Office,United States,Miami,Florida,21706,West,P-3583,Technology,Phones,Product 9152,129.15,6,0.12,12.53
9153,CA-65446,2044-01-22,2044-01-24,Standard Class,C-2994,Customer 9153,Consumer,United States,Houston,Texas,74790,South,P-8784,Furniture,Bookcases,Product 9153,844.01,5,0.12,88.65
9154,CA-36903,2044-01-23,2044-01-25,Same Day,C-9264,Customer 9154,Corporate,United States,Chicago,Illinois,70778,West,P-2552,Office Supplies,Paper,Product 9154,241.55,4,0.11,59.2
9155,CA-87210,2044-01-24,2044-01-26,Standard Class,C-8717,Customer 9155,Home Office,United States,Chicago,Illinois,56151,East,P-8026,Furniture,Tables,Product 9155,1462.71,1,0.26,250.98
9156,CA-20785,2044-01-25,2044-01-27,Same Day,C-1209,Customer 9156,Consumer,United States,Los Angeles,California,93979,Central,P-8727,Office Supplies,Storage,Product 9156,1786.79,2,0.12,277.07
9157,CA-17087,2044-01-26,2044-01-28,Same Day,C-6680,Customer 9157,Corporate,United States,Chicago,Illinois,14431,West,P-1217,Furniture,Bookcases,Product 9157,364.68,4,0.18,67.57
9158,CA-28576,2044-01-27,2044-01-29,Same Day,C-1659,Customer 9158,Home Office,United States,New York,New York,80673,West,P-4684,Furniture,Tables,Product 9158,506.45,6,0.14,69.84
9159,CA-70278,2044-01-28,2044-01-30,Second Class,C-3656,Customer 9159,Home Office,United States,Miami,Florida,60596,West,P-2964,Office Supplies,Paper,Product 9159,1716.82,6,0.18,391.46
9160,CA-93019,2044-01-29,2044-01-31,Standard Class,C-3401,Customer 9160,Home Office,United States,New York,New York,40157,East,P-1203,Furniture,Tables,Product 9160,1179.95,5,0.06,104.39
9161,CA-48458,2044-01-30,2044-02-01,Same Day,C-2069,Customer 9161,Home Office,United States,New York,New York,91225,East,P-6351,Furniture,Tables,Product 9161,1184.85,8,0.04,105.49
9162,CA-32720,2044-01-31,2044-02-02,Second Class,C-7662,Customer 9162,Corporate,United States,New York,New York,28873,East,P-4305,Office Supplies,Storage,Product 9162,1134.5,3,0.18,60.34
9163,CA-38473,2044-02-01,2044-02-03,First Class,C-3273,Customer 9163,Home Office,United States,Miami,Florida,75197,West,P-9097,Office Supplies,Storage,Product 9163,452.16,9,0.29,30.5
9164,CA-71716,2044-02-02,2044-02-04,Same Day,C-7140,Customer 9164,Home Office,United States,New York,New York,69908,Central,P-2930,Office Supplies,Binders,Product 9164,501.74,4,0.08,48.52
9165,CA-76361,2044-02-03,2044-02-05,Same Day,C-4637,Customer 9165,Corporate,United States,Miami,Florida,62185,Central,P-9669,Furniture,Tables,Product 9165,1900.29,1,0.0,503.87
9166,CA-35440,2044-02-04,2044-02-06,Standard Class,C-3843,Customer 9166,Corporate,United States,New York,New York,87361,East,P-1568,Furniture,Tables,Product 9166,1452.47,6,0.27,187.81
9167,CA-68474,2044-02-05,2044-02-07,Same Day,C-3962,Customer 9167,Home Office,United States,Los Angeles,California,93669,West,P-9662,Technology,Copiers,Product 9167,199.06,2,0.04,19.39
9168,CA-95046,2044-02-06,2044-02-08,First Class,C-5501,Customer 9168,Corporate,United States,Los Angeles,California,83719,Central,P-3415,Furniture,Tables,Product 9168,461.42,4,0.26,89.77
9169,CA-65515,2044-02-07,2044-02-09,Same Day,C-1142,Customer 9169,Corporate,United States,Chicago,Illinois,43021,West,P-1339,Office Supplies,Storage,Product 9169,1261.69,3,0.15,74.01
9170,CA-28070,2044-02-08,2044-02-10,Same Day,C-9528,Customer 9170,Consumer,United States,New York,New York,34660,South,P-6147,Furniture,Tables,Product 9170,581.26,3,0.05,66.82
9171,CA-41064,2044-02-09,2044-02-11,Standard Class,C-5828,Customer 9171,Corporate,United States,Los Angeles,California,26265,East,P-5059,Office Supplies,Binders,Product 9171,518.43,2,0.06,138.71
9172,CA-24504,2044-02-10,2044-02-12,Same Day,C-1269,Customer 9172,Consumer,United States,Miami,Florida,24254,East,P-4173,Technology,Accessories,Product 9172,420.65,8,0.16,103.22
9173,CA-46052,2044-02-11,2044-02-13,First Class,C-9158,Customer 9173,Consumer,United States,New York,New York,31712,South,P-8492,Office Supplies,Storage,Product 9173,387.74,2,0.24,42.02
9174,CA-71827,2044-02-12,2044-02-14,Second Class,C-5826,Customer 9174,Consumer,United States,Houston,Texas,47621,West,P-9081,Office Supplies,Paper,Product 9174,1234.39,1,0.24,235.64
9175,CA-10541,2044-02-13,2044-02-15,Standard Class,C-4260,Customer 9175,Consumer,United States,Houston,Texas,92885,Central,P-6501,Office Supplies,Storage,Product 9175,1813.58,5,0.07,150.07
9176,CA-22166,2044-02-14,2044-02-16,Second Class,C-9696,Customer 9176,Consumer,United States,Houston,Texas,16047,Central,P-4596,Furniture,Tables,Product 9176,735.04,1,0.21,158.4
9177,CA-29087,2044-02-15,2044-02-17,First Class,C-4980,Customer 9177,Corporate,United States,Los Angeles,California,90153,South,P-2257,Furniture,Chairs,Product 9177,260.59,6,0.14,55.61
9178,CA-61612,2044-02-16,2044-02-18,Same Day,C-5341,Customer 9178,Corporate,United States,Los Angeles,California,96091,East,P-3545,Furniture,Chairs,Product 9178,266.11,5,0.19,46.26
9179,CA-99837,2044-02-17,2044-02-19,Second Class,C-2310,Customer 9179,Corporate,United States,Chicago,Illinois,81151,West,P-9652,Technology,Phones,Product 9179,1868.71,1,0.04,465.41
9180,CA-12359,2044-02-18,2044-02-20,Standard Class,C-7669,Customer 9180,Home Office,United States,Los Angeles,California,60703,South,P-5517,Office Supplies,Storage,Product 9180,1066.9,7,0.13,176.94
9181,CA-58523,2044-02-19,2044-02-21,Second Class,C-3294,Customer 9181,Corporate,United States,Los Angeles,California,97970,South,P-8321,Office Supplies,Binders,Product 9181,943.25,3,0.04,120.52
9182,CA-63332,2044-02-20,2044-02-22,Same Day,C-4972,Customer 9182,Consumer,United States,Los Angeles,California,10766,East,P-5142,Furniture,Chairs,Product 9182,1783.67,2,0.15,327.85
