CustomerID,Age,Gender,Tenure,ServicePlan,ContractType,MonthlyCharges,TotalCharges,Churn
3019,34,Male,33,Basic,Month-to-month,52.87,1744.71,1
3020,24,Male,55,Basic,Two-year,109.88,6043.4,0
3021,44,Female,11,Basic,One-year,41.14,452.54,0
3022,35,Male,19,Basic,Month-to-month,40.94,777.86,0
3023,21,Female,54,Basic,Two-year,46.93,2534.22,1
3024,47,Male,48,Basic,One-year,111.03,5329.44,1
3025,27,Male,28,Premium,Month-to-month,109.01,3052.28,1
3026,49,Male,17,Basic,Month-to-month,34.05,578.85,0
3027,20,Male,61,Basic,Month-to-month,61.25,3736.25,1
3028,19,Male,12,Premium,One-year,37.69,452.28,0
3029,46,Female,18,Basic,One-year,65.18,1173.24,0
3030,61,Female,34,Premium,Two-year,59.99,2039.66,1
3031,18,Female,67,Basic,One-year,92.52,6198.84,1
3032,51,Female,54,Basic,Two-year,74.58,4027.32,1
3033,50,Female,71,Premium,One-year,76.41,5425.11,0
3034,42,Female,3,Basic,Two-year,99.21,297.63,0
3035,42,Male,66,Premium,One-year,87.82,5796.12,1
3036,53,Male,37,Basic,Month-to-month,107.02,3959.74,1
3037,62,Female,23,Premium,Two-year,75.6,1738.8,0
3038,55,Female,34,Premium,Two-year,63.12,2146.08,0
3039,32,Male,47,Premium,Month-to-month,87.99,4135.53,1
3040,27,Female,27,Basic,Month-to-month,45.02,1215.54,0
3041,29,Female,19,Premium,One-year,56.5,1073.5,1
3042,34,Female,62,Premium,Month-to-month,57.63,3573.06,1
3043,34,Female,64,Premium,Two-year,101.23,6478.72,1
3044,48,Female,41,Premium,One-year,33.52,1374.32,0
3045,49,Male,11,Basic,Two-year,49.4,543.4,1
3046,34,Female,39,Basic,Two-year,95.69,3731.91,1
3047,49,Female,47,Basic,Month-to-month,30.63,1439.61,0
3048,50,Female,68,Premium,One-year,43.03,2926.04,0
3049,69,Female,28,Basic,Two-year,74.82,2094.96,0
3050,24,Male,13,Basic,Two-year,116.15,1509.95,0
3051,54,Female,15,Premium,One-year,54.89,823.35,0
3052,27,Male,40,Basic,Two-year,44.44,1777.6,1
3053,41,Male,16,Premium,Two-year,36.21,579.36,1
3054,61,Female,68,Basic,Two-year,33.09,2250.12,0
3055,37,Female,69,Premium,Month-to-month,92.34,6371.46,0
3056,21,Female,36,Premium,Two-year,85.64,3083.04,1
3057,66,Female,12,Premium,One-year,72.21,866.52,0
3058,26,Female,31,Basic,Two-year,111.86,3467.66,0
3059,28,Female,1,Basic,Two-year,37.4,37.4,1
3060,50,Female,61,Basic,One-year,99.02,6040.22,1
3061,22,Female,3,Basic,Two-year,87.61,262.83,1
3062,43,Male,68,Basic,Month-to-month,40.02,2721.36,0
3063,47,Female,27,Basic,One-year,81.42,2198.34,0
3064,56,Male,31,Basic,Two-year,74.9,2321.9,0
3065,27,Male,14,Basic,Two-year,106.26,1487.64,1
3066,50,Male,71,Premium,One-year,103.1,7320.1,0
3067,66,Male,23,Premium,Month-to-month,91.23,2098.29,1
3068,34,Female,43,Premium,Two-year,99.97,4298.71,0
3069,21,Female,23,Basic,Two-year,98.07,2255.61,0
3070,24,Male,52,Premium,Month-to-month,61.07,3175.64,0
3071,43,Male,1,Premium,One-year,56.48,56.48,1
3072,19,Male,31,Basic,Month-to-month,72.96,2261.76,1
3073,41,Male,51,Basic,One-year,55.48,2829.48,1
3074,20,Female,4,Premium,Month-to-month,42.74,170.96,0
3075,50,Female,65,Premium,Month-to-month,93.45,6074.25,0
3076,25,Male,65,Basic,One-year,93.16,6055.4,0
3077,43,Female,45,Basic,One-year,69.91,3145.95,0
3078,23,Male,23,Basic,One-year,116.02,2668.46,0
3079,23,Female,70,Basic,Two-year,78.18,5472.6,0
3080,26,Male,36,Premium,Month-to-month,114.88,4135.68,1
3081,62,Female,18,Premium,Two-year,45.45,818.1,1
3082,33,Male,45,Basic,Month-to-month,117.35,5280.75,0
3083,25,Male,44,Premium,One-year,63.37,2788.28,1
3084,20,Female,4,Premium,One-year,87.58,350.32,0
3085,65,Female,70,Basic,Two-year,106.87,7480.9,1
3086,68,Female,50,Basic,One-year,66.61,3330.5,1
3087,18,Male,6,Basic,Two-year,81.27,487.62,1
3088,32,Female,34,Basic,Two-year,51.64,1755.76,0
3089,29,Female,58,Basic,One-year,68.9,3996.2,1
3090,18,Female,30,Premium,Two-year,99.46,2983.8,0
3091,31,Male,70,Premium,Two-year,91.08,6375.6,1
3092,47,Male,6,Premium,Two-year,84.7,508.2,0
3093,20,Female,60,Premium,Two-year,62.07,3724.2,0
3094,64,Male,72,Premium,Two-year,68.86,4957.92,1
3095,41,Female,3,Basic,One-year,59.53,178.59,0
3096,41,Female,65,Premium,One-year,56.28,3658.2,1
3097,62,Male,3,Premium,Two-year,104.43,313.29,1
3098,65,Female,3,Premium,Two-year,119.32,357.96,0
3099,44,Female,63,Premium,Month-to-month,96.9,6104.7,0
3100,50,Female,55,Premium,Two-year,93.65,5150.75,1
3101,47,Male,27,Basic,Month-to-month,85.18,2299.86,0
3102,60,Male,36,Basic,One-year,38.25,1377.0,0
3103,39,Male,43,Basic,One-year,65.43,2813.49,0
3104,18,Female,5,Basic,Two-year,103.92,519.6,1
3105,20,Female,50,Basic,Month-to-month,59.3,2965.0,1
3106,35,Female,25,Basic,Two-year,40.41,1010.25,1
3107,39,Male,63,Premium,Month-to-month,39.87,2511.81,0
3108,43,Female,5,Premium,Month-to-month,43.2,216.0,1
3109,35,Male,19,Premium,Two-year,80.81,1535.39,0
3110,69,Male,44,Premium,Two-year,107.45,4727.8,0
3111,69,Female,71,Premium,One-year,109.57,7779.47,1
3112,52,Male,34,Basic,Two-year,115.82,3937.88,1
3113,55,Male,67,Basic,Month-to-month,106.59,7141.53,0
3114,59,Male,30,Basic,Month-to-month,92.79,2783.7,0
3115,43,Male,8,Basic,Month-to-month,54.8,438.4,0
3116,56,Female,36,Basic,Month-to-month,104.88,3775.68,0
3117,51,Female,69,Premium,Month-to-month,46.88,3234.72,1
3118,65,Male,32,Premium,Two-year,114.55,3665.6,1
3119,69,Male,37,Basic,Two-year,83.74,3098.38,0
3120,41,Female,58,Premium,One-year,54.57,3165.06,0
3121,27,Female,38,Basic,Two-year,109.8,4172.4,0
3122,38,Male,55,Premium,Month-to-month,86.08,4734.4,0
3123,65,Female,49,Premium,One-year,30.05,1472.45,0
3124,53,Female,54,Basic,Two-year,50.44,2723.76,0
3125,33,Female,46,Premium,Month-to-month,101.74,4680.04,0
3126,65,Male,54,Basic,Two-year,62.82,3392.28,1
3127,49,Male,67,Premium,Two-year,61.99,4153.33,0
3128,43,Female,44,Basic,Two-year,92.84,4084.96,1
3129,29,Male,31,Basic,Month-to-month,108.64,3367.84,0
3130,34,Male,65,Premium,Two-year,43.43,2822.95,0
3131,28,Female,51,Premium,Two-year,30.01,1530.51,1
3132,53,Female,36,Basic,Month-to-month,69.66,2507.76,1
3133,69,Female,4,Premium,Two-year,105.88,423.52,1
3134,68,Male,20,Premium,Month-to-month,87.07,1741.4,1
3135,66,Female,26,Basic,Month-to-month,37.89,985.14,1
3136,51,Female,40,Basic,One-year,60.47,2418.8,0
3137,64,Male,5,Basic,Two-year,57.91,289.55,0
3138,43,Female,46,Basic,Two-year,70.97,3264.62,0
3139,35,Male,61,Basic,One-year,71.08,4335.88,1
3140,40,Male,28,Basic,Month-to-month,40.88,1144.64,1
3141,48,Male,25,Premium,Two-year,100.43,2510.75,0
3142,22,Female,45,Basic,One-year,37.87,1704.15,1
3143,32,Female,65,Premium,One-year,114.96,7472.4,0
3144,42,Male,2,Basic,Two-year,86.95,173.9,0
3145,33,Male,11,Premium,Two-year,42.89,471.79,0
3146,50,Male,2,Basic,Two-year,61.02,122.04,0
3147,40,Male,59,Premium,One-year,51.28,3025.52,0
3148,66,Male,43,Premium,One-year,45.76,1967.68,1
3149,53,Male,28,Premium,One-year,34.89,976.92,0
3150,40,Male,58,Basic,One-year,76.07,4412.06,0
3151,44,Male,43,Basic,One-year,60.25,2590.75,1
3152,20,Male,72,Basic,One-year,90.35,6505.2,1
3153,56,Female,12,Basic,Two-year,40.93,491.16,1
3154,68,Male,2,Premium,Two-year,98.01,196.02,0
3155,54,Female,12,Premium,One-year,52.95,635.4,0
3156,34,Male,59,Basic,Two-year,80.01,4720.59,1
3157,56,Male,64,Basic,Two-year,40.64,2600.96,0
3158,62,Male,71,Premium,Two-year,83.21,5907.91,1
3159,53,Male,37,Premium,Month-to-month,119.19,4410.03,0
3160,33,Female,19,Premium,One-year,53.85,1023.15,0
3161,25,Female,7,Basic,Two-year,119.51,836.57,1
3162,50,Female,39,Basic,One-year,85.37,3329.43,0
3163,62,Male,49,Basic,Two-year,54.61,2675.89,1
3164,42,Female,20,Premium,One-year,88.93,1778.6,1
3165,60,Male,24,Basic,One-year,87.3,2095.2,0
3166,49,Female,23,Basic,One-year,64.86,1491.78,1
3167,49,Female,44,Premium,Month-to-month,99.85,4393.4,1
3168,44,Male,58,Basic,Two-year,72.57,4209.06,1
3169,40,Male,57,Premium,Month-to-month,50.36,2870.52,1
3170,36,Female,45,Premium,One-year,110.12,4955.4,0
3171,38,Male,24,Basic,One-year,69.31,1663.44,1
3172,70,Male,54,Premium,Two-year,73.47,3967.38,1
3173,51,Female,14,Premium,One-year,55.21,772.94,1
3174,54,Female,17,Basic,One-year,82.46,1401.82,0
3175,67,Male,46,Premium,Two-year,43.69,2009.74,1
3176,52,Female,10,Basic,Month-to-month,74.18,741.8,1
3177,47,Male,48,Basic,Month-to-month,37.24,1787.52,0
3178,44,Female,6,Basic,Month-to-month,90.54,543.24,0
3179,48,Female,65,Premium,Two-year,43.57,2832.05,0
3180,37,Male,17,Basic,One-year,111.3,1892.1,0
3181,51,Male,21,Basic,One-year,47.17,990.57,1
3182,47,Male,18,Basic,One-year,55.52,999.36,1
3183,20,Female,69,Premium,Two-year,54.49,3759.81,0
3184,24,Male,64,Premium,Two-year,44.89,2872.96,0
3185,32,Male,60,Basic,Two-year,31.4,1884.0,1
3186,35,Female,54,Premium,One-year,86.09,4648.86,0
3187,23,Female,23,Premium,One-year,74.06,1703.38,1
3188,43,Female,33,Premium,Month-to-month,117.4,3874.2,1
3189,69,Male,24,Basic,Month-to-month,55.4,1329.6,1
3190,19,Female,64,Basic,Two-year,112.53,7201.92,0
3191,54,Male,47,Premium,One-year,50.32,2365.04,1
3192,38,Female,46,Premium,Two-year,95.33,4385.18,1
3193,28,Female,6,Basic,One-year,41.58,249.48,0
3194,46,Male,44,Basic,Month-to-month,46.48,2045.12,0
3195,32,Male,31,Premium,Month-to-month,33.7,1044.7,1
3196,20,Female,30,Basic,Month-to-month,82.45,2473.5,0
3197,56,Female,67,Basic,Two-year,39.21,2627.07,1
3198,20,Female,26,Premium,Month-to-month,76.82,1997.32,0
3199,33,Female,59,Basic,Month-to-month,70.25,4144.75,0
3200,36,Male,48,Premium,Month-to-month,54.8,2630.4,1
3201,29,Female,17,Basic,Month-to-month,115.91,1970.47,0
3202,40,Female,40,Premium,Two-year,43.92,1756.8,0
3203,19,Female,9,Premium,Month-to-month,96.77,870.93,1
3204,51,Female,7,Basic,Two-year,53.31,373.17,1
3205,69,Female,58,Premium,Two-year,110.0,6380.0,0
3206,52,Female,33,Premium,Two-year,50.87,1678.71,1
3207,28,Female,13,Basic,Two-year,62.74,815.62,1
3208,67,Male,8,Premium,One-year,84.17,673.36,1
3209,68,Female,2,Premium,Month-to-month,114.8,229.6,1
3210,53,Male,11,Basic,Month-to-month,64.08,704.88,0
3211,63,Male,55,Premium,One-year,49.42,2718.1,0
3212,58,Female,63,Premium,One-year,106.41,6703.83,0
3213,50,Male,54,Basic,One-year,58.23,3144.42,0
3214,19,Female,1,Basic,One-year,85.25,85.25,1
3215,37,Female,65,Basic,Two-year,63.88,4152.2,0
3216,65,Female,2,Basic,Two-year,117.19,234.38,1
3217,27,Male,33,Premium,Two-year,75.58,2494.14,0
3218,39,Female,23,Basic,Month-to-month,49.21,1131.83,0
3219,35,Male,15,Premium,Two-year,110.37,1655.55,0
3220,53,Male,19,Basic,One-year,66.35,1260.65,0
3221,49,Male,28,Basic,Two-year,40.05,1121.4,1
3222,29,Female,9,Premium,Month-to-month,35.67,321.03,1
3223,49,Female,27,Basic,Two-year,87.83,2371.41,1
3224,28,Female,72,Basic,One-year,36.07,2597.04,0
3225,25,Female,52,Premium,Two-year,56.66,2946.32,0
3226,58,Female,40,Basic,Month-to-month,104.77,4190.8,1
3227,34,Female,9,Premium,Month-to-month,115.97,1043.73,1
3228,37,Female,21,Basic,Month-to-month,42.68,896.28,0
3229,54,Male,36,Basic,Two-year,72.41,2606.76,0
3230,65,Male,20,Basic,Two-year,91.17,1823.4,0
3231,48,Male,66,Premium,One-year,108.58,7166.28,0
3232,21,Female,72,Basic,Month-to-month,39.86,2869.92,1
3233,70,Male,14,Basic,One-year,99.01,1386.14,0
3234,32,Female,22,Basic,Month-to-month,96.65,2126.3,0
3235,50,Female,16,Basic,Month-to-month,95.0,1520.0,1
3236,52,Male,66,Premium,One-year,108.77,7178.82,1
3237,64,Female,11,Basic,Month-to-month,59.08,649.88,0
3238,54,Male,43,Basic,One-year,101.61,4369.23,1
3239,41,Female,57,Premium,One-year,55.27,3150.39,0
3240,46,Male,50,Premium,Month-to-month,52.59,2629.5,1
3241,31,Male,47,Premium,Two-year,103.47,4863.09,1
3242,58,Female,9,Premium,Month-to-month,108.14,973.26,0
3243,20,Male,52,Premium,Month-to-month,45.79,2381.08,0
3244,49,Male,67,Basic,Month-to-month,112.75,7554.25,0
3245,30,Male,58,Basic,Two-year,60.18,3490.44,0
3246,27,Female,17,Basic,Month-to-month,47.57,808.69,0
3247,59,Male,36,Basic,Two-year,83.58,3008.88,1
3248,43,Female,70,Basic,Two-year,79.36,5555.2,0
3249,57,Female,67,Basic,Month-to-month,99.7,6679.9,1
3250,40,Male,42,Premium,One-year,106.05,4454.1,0
3251,57,Male,28,Premium,Month-to-month,43.06,1205.68,0
3252,61,Male,67,Premium,One-year,104.86,7025.62,0
3253,56,Male,52,Basic,Two-year,59.18,3077.36,1
3254,56,Female,21,Basic,Two-year,88.48,1858.08,1
3255,39,Female,24,Basic,Two-year,105.57,2533.68,0
3256,37,Male,61,Basic,Two-year,55.08,3359.88,0
3257,62,Female,6,Basic,Two-year,54.11,324.66,1
3258,27,Female,14,Premium,One-year,66.22,927.08,0
3259,69,Female,50,Basic,One-year,95.19,4759.5,1
3260,29,Male,27,Basic,Month-to-month,72.07,1945.89,0
3261,31,Male,38,Premium,Two-year,90.28,3430.64,0
3262,56,Male,22,Premium,Two-year,82.35,1811.7,0
3263,24,Male,4,Premium,One-year,100.32,401.28,0
3264,27,Male,60,Basic,Two-year,43.28,2596.8,1
3265,59,Female,66,Premium,Month-to-month,43.19,2850.54,1
3266,54,Female,59,Basic,Two-year,71.98,4246.82,1
3267,52,Male,48,Premium,One-year,54.37,2609.76,1
3268,68,Female,72,Basic,Two-year,39.08,2813.76,1
3269,64,Female,36,Premium,Month-to-month,56.77,2043.72,0
3270,28,Male,64,Basic,Month-to-month,44.63,2856.32,1
3271,52,Female,16,Basic,Two-year,81.64,1306.24,0
3272,19,Female,32,Premium,Two-year,31.44,1006.08,1
3273,61,Male,49,Basic,One-year,60.98,2988.02,0
3274,27,Female,24,Basic,Month-to-month,37.39,897.36,0
3275,62,Male,64,Basic,Month-to-month,51.56,3299.84,1
3276,37,Male,39,Premium,Two-year,94.58,3688.62,1
3277,70,Male,59,Premium,Month-to-month,98.14,5790.26,0
3278,54,Female,16,Basic,One-year,54.45,871.2,1
3279,43,Female,47,Premium,Two-year,58.52,2750.44,0
3280,49,Female,58,Premium,One-year,95.62,5545.96,0
3281,34,Female,22,Basic,Month-to-month,64.28,1414.16,0
3282,61,Male,47,Basic,One-year,83.56,3927.32,0
3283,70,Male,44,Basic,Two-year,118.17,5199.48,1
3284,60,Male,60,Premium,Two-year,113.51,6810.6,0
3285,69,Female,59,Premium,Two-year,58.43,3447.37,1
3286,51,Female,43,Basic,Month-to-month,45.96,1976.28,1
3287,44,Female,66,Premium,One-year,101.07,6670.62,0
3288,41,Female,16,Premium,One-year,43.78,700.48,1
3289,23,Female,19,Basic,One-year,66.0,1254.0,0
3290,59,Female,3,Basic,Two-year,60.06,180.18,1
3291,60,Female,41,Basic,Month-to-month,54.98,2254.18,0
3292,59,Male,46,Premium,Two-year,71.75,3300.5,1
3293,35,Male,70,Basic,Two-year,114.09,7986.3,1
3294,55,Male,6,Basic,Month-to-month,76.31,457.86,1
3295,34,Female,27,Basic,Two-year,113.36,3060.72,1
3296,44,Female,64,Premium,Two-year,115.95,7420.8,1
3297,28,Male,14,Premium,Month-to-month,86.72,1214.08,1
3298,22,Male,5,Basic,One-year,36.09,180.45,0
3299,68,Male,9,Premium,Month-to-month,77.62,698.58,0
3300,19,Male,3,Premium,One-year,63.01,189.03,0
3301,41,Male,19,Basic,One-year,71.08,1350.52,0
3302,52,Male,68,Premium,Two-year,61.34,4171.12,1
3303,29,Male,44,Premium,Two-year,88.36,3887.84,0
3304,38,Male,72,Premium,One-year,66.32,4775.04,0
3305,36,Male,38,Basic,Month-to-month,50.69,1926.22,0
3306,42,Female,67,Basic,One-year,93.05,6234.35,0
3307,47,Male,36,Basic,Two-year,100.51,3618.36,0
3308,69,Male,54,Premium,Month-to-month,89.44,4829.76,0
3309,33,Female,31,Premium,One-year,33.88,1050.28,1
3310,37,Female,23,Premium,Month-to-month,100.66,2315.18,1
3311,41,Female,26,Basic,Month-to-month,119.96,3118.96,1
3312,56,Male,39,Basic,Month-to-month,60.17,2346.63,0
3313,41,Male,57,Basic,Two-year,105.82,6031.74,0
3314,30,Male,28,Basic,Two-year,58.74,1644.72,1
3315,58,Female,63,Premium,Month-to-month,118.2,7446.6,1
3316,52,Male,71,Basic,Two-year,95.82,6803.22,0
3317,44,Male,8,Basic,Month-to-month,114.36,914.88,0
3318,59,Female,50,Premium,One-year,50.89,2544.5,1
3319,68,Male,5,Premium,Two-year,101.08,505.4,0
3320,20,Male,35,Premium,One-year,75.38,2638.3,1
3321,66,Female,46,Premium,Two-year,66.56,3061.76,0
3322,52,Female,2,Basic,Two-year,35.72,71.44,0
3323,70,Female,15,Basic,Two-year,111.68,1675.2,0
3324,56,Female,17,Premium,Two-year,118.94,2021.98,0
3325,27,Female,39,Basic,One-year,83.83,3269.37,1
3326,69,Male,55,Basic,Two-year,95.66,5261.3,1
3327,20,Female,64,Basic,Month-to-month,74.86,4791.04,1
3328,58,Male,20,Premium,Two-year,61.9,1238.0,0
3329,45,Female,47,Basic,One-year,95.62,4494.14,0
3330,20,Male,31,Premium,Month-to-month,84.18,2609.58,0
3331,21,Male,55,Basic,One-year,33.46,1840.3,1
3332,49,Female,22,Premium,Two-year,108.2,2380.4,1
3333,63,Male,64,Basic,One-year,119.43,7643.52,1
3334,28,Male,47,Basic,One-year,83.97,3946.59,0
3335,42,Male,50,Premium,Two-year,117.67,5883.5,0
3336,30,Male,11,Basic,Month-to-month,93.92,1033.12,1
3337,39,Male,51,Basic,Two-year,50.6,2580.6,1
3338,63,Female,35,Basic,Month-to-month,51.74,1810.9,0
3339,70,Male,6,Premium,Two-year,39.96,239.76,1
3340,30,Female,42,Premium,One-year,65.36,2745.12,0
3341,46,Male,1,Premium,One-year,83.99,83.99,1
3342,29,Female,59,Basic,One-year,80.09,4725.31,1
3343,70,Male,11,Basic,Two-year,47.96,527.56,1
3344,61,Male,53,Basic,Two-year,107.07,5674.71,0
3345,35,Male,63,Premium,Two-year,36.26,2284.38,1
3346,35,Male,72,Premium,Two-year,33.88,2439.36,0
3347,48,Female,65,Basic,One-year,106.22,6904.3,1
3348,62,Female,52,Basic,One-year,95.0,4940.0,1
3349,21,Male,29,Premium,One-year,95.96,2782.84,0
3350,65,Female,7,Premium,One-year,34.31,240.17,0
3351,58,Female,13,Premium,Two-year,59.1,768.3,1
3352,44,Female,37,Premium,One-year,40.62,1502.94,0
3353,22,Male,32,Premium,One-year,89.07,2850.24,1
3354,66,Female,61,Basic,Month-to-month,32.24,1966.64,0
3355,58,Female,62,Premium,Month-to-month,108.79,6744.98,1
3356,64,Female,52,Basic,One-year,77.79,4045.08,0
3357,29,Female,39,Premium,Two-year,33.16,1293.24,0
3358,58,Male,27,Basic,Two-year,82.57,2229.39,1
3359,39,Female,70,Basic,Month-to-month,40.54,2837.8,1
3360,33,Female,41,Basic,One-year,113.4,4649.4,1
3361,22,Female,48,Premium,Two-year,64.5,3096.0,0
3362,26,Male,3,Basic,Month-to-month,110.85,332.55,1
3363,25,Male,55,Basic,Month-to-month,31.29,1720.95,1
3364,56,Female,10,Premium,One-year,65.36,653.6,0
3365,39,Female,13,Premium,One-year,32.74,425.62,1
3366,23,Male,3,Premium,Two-year,63.43,190.29,0
3367,22,Female,63,Premium,Month-to-month,56.89,3584.07,1
3368,70,Male,56,Basic,Two-year,109.0,6104.0,1
3369,32,Female,18,Basic,Month-to-month,66.7,1200.6,0
3370,20,Female,37,Premium,Two-year,118.21,4373.77,0
3371,30,Female,59,Basic,Two-year,91.33,5388.47,1
3372,47,Female,17,Premium,Two-year,39.3,668.1,1
3373,39,Male,58,Basic,One-year,73.78,4279.24,1
3374,21,Female,19,Premium,One-year,113.85,2163.15,0
3375,63,Male,3,Basic,Two-year,49.95,149.85,0
3376,35,Male,72,Basic,Two-year,67.32,4847.04,1
3377,58,Female,58,Premium,One-year,42.99,2493.42,1
3378,41,Male,38,Basic,Two-year,39.43,1498.34,0
3379,62,Female,57,Premium,Two-year,60.77,3463.89,0
3380,44,Male,21,Basic,One-year,72.52,1522.92,0
3381,37,Female,8,Premium,Two-year,49.51,396.08,1
3382,35,Female,43,Basic,Month-to-month,114.32,4915.76,0
3383,32,Female,65,Premium,One-year,43.58,2832.7,1
3384,29,Male,52,Basic,One-year,77.11,4009.72,1
3385,24,Female,20,Basic,One-year,75.01,1500.2,1
3386,62,Male,28,Premium,Two-year,113.05,3165.4,1
3387,20,Male,49,Basic,Two-year,38.66,1894.34,1
3388,63,Female,29,Basic,One-year,104.35,3026.15,0
3389,34,Male,27,Premium,Month-to-month,42.76,1154.52,1
3390,27,Male,54,Premium,Two-year,38.39,2073.06,1
3391,31,Male,13,Premium,Two-year,118.06,1534.78,0
3392,63,Female,60,Premium,Two-year,47.95,2877.0,0
3393,31,Female,56,Basic,Two-year,115.68,6478.08,0
3394,34,Female,17,Premium,Month-to-month,37.12,631.04,1
3395,37,Male,59,Premium,Two-year,40.2,2371.8,1
3396,18,Female,7,Basic,Month-to-month,118.73,831.11,1
3397,37,Male,12,Basic,Month-to-month,56.16,673.92,1
3398,53,Female,11,Basic,Month-to-month,51.41,565.51,0
3399,62,Male,14,Basic,Month-to-month,31.54,441.56,0
3400,53,Male,44,Basic,Two-year,70.3,3093.2,0
3401,41,Female,66,Premium,Two-year,103.37,6822.42,1
3402,44,Female,45,Basic,Month-to-month,30.7,1381.5,1
3403,28,Female,18,Basic,Month-to-month,85.12,1532.16,0
3404,28,Male,18,Premium,Month-to-month,59.4,1069.2,0
3405,57,Female,57,Premium,One-year,97.67,5567.19,0
3406,56,Male,63,Basic,Two-year,57.7,3635.1,0
3407,52,Female,69,Basic,One-year,62.72,4327.68,0
3408,49,Female,2,Premium,Two-year,63.93,127.86,1
3409,29,Male,68,Basic,Two-year,118.52,8059.36,0
3410,40,Male,61,Premium,One-year,105.64,6444.04,1
3411,20,Female,32,Basic,One-year,37.52,1200.64,0
3412,32,Male,45,Premium,Two-year,55.44,2494.8,0
3413,28,Female,48,Basic,Month-to-month,109.86,5273.28,1
3414,45,Male,49,Premium,Two-year,64.24,3147.76,0
3415,58,Male,55,Basic,Two-year,109.05,5997.75,1
3416,19,Female,47,Premium,Two-year,73.39,3449.33,1
3417,59,Female,22,Premium,One-year,64.99,1429.78,0
3418,39,Male,48,Premium,Month-to-month,51.73,2483.04,0
3419,24,Female,1,Premium,Month-to-month,83.06,83.06,1
3420,55,Female,5,Basic,Month-to-month,113.01,565.05,0
3421,32,Female,4,Premium,Month-to-month,66.53,266.12,0
3422,60,Female,8,Basic,One-year,48.67,389.36,0
3423,21,Female,24,Basic,One-year,63.57,1525.68,1
3424,67,Female,19,Premium,Month-to-month,50.53,960.07,1
3425,40,Male,69,Premium,Two-year,74.19,5119.11,0
3426,50,Female,15,Premium,One-year,84.68,1270.2,0
3427,32,Male,21,Premium,Month-to-month,34.87,732.27,0
3428,65,Male,5,Premium,Month-to-month,71.19,355.95,0
3429,53,Female,18,Premium,One-year,50.94,916.92,0
3430,47,Male,5,Basic,Month-to-month,72.62,363.1,0
3431,26,Female,30,Premium,Two-year,90.86,2725.8,0
3432,28,Female,5,Premium,Month-to-month,71.68,358.4,0
3433,37,Male,41,Basic,Month-to-month,90.56,3712.96,1
3434,65,Female,7,Basic,Month-to-month,75.67,529.69,1
3435,37,Female,52,Basic,One-year,41.41,2153.32,1
3436,53,Female,4,Basic,One-year,69.95,279.8,0
3437,70,Female,39,Basic,Two-year,57.42,2239.38,0
3438,31,Female,59,Premium,Month-to-month,44.87,2647.33,1
3439,37,Female,11,Premium,Two-year,53.95,593.45,1
3440,64,Male,53,Premium,Month-to-month,79.5,4213.5,1
3441,30,Male,43,Premium,Two-year,79.28,3409.04,1
3442,23,Male,2,Basic,Two-year,90.11,180.22,0
3443,38,Male,18,Premium,Month-to-month,89.11,1603.98,1
3444,18,Male,59,Premium,Two-year,72.97,4305.23,0
3445,61,Female,34,Basic,Two-year,51.47,1749.98,1
3446,39,Female,11,Premium,Two-year,78.34,861.74,1
3447,45,Male,51,Premium,Two-year,115.12,5871.12,0
3448,45,Male,33,Premium,Month-to-month,97.48,3216.84,1
3449,32,Male,55,Premium,One-year,30.21,1661.55,0
3450,22,Male,58,Premium,One-year,100.06,5803.48,0
3451,38,Male,28,Basic,One-year,102.16,2860.48,1
3452,56,Female,14,Basic,Month-to-month,91.87,1286.18,1
3453,37,Female,72,Premium,Two-year,45.98,3310.56,0
3454,45,Male,12,Basic,Two-year,115.09,1381.08,0
3455,45,Female,4,Premium,One-year,71.41,285.64,0
3456,22,Male,52,Premium,Two-year,95.96,4989.92,0
3457,31,Female,61,Basic,Two-year,88.93,5424.73,1
3458,65,Female,41,Premium,Two-year,85.5,3505.5,0
3459,39,Female,69,Basic,Two-year,48.01,3312.69,1
3460,36,Male,37,Basic,One-year,50.14,1855.18,1
3461,64,Female,35,Premium,One-year,65.71,2299.85,1
3462,21,Male,21,Premium,One-year,93.98,1973.58,1
3463,70,Female,45,Premium,One-year,58.7,2641.5,1
3464,67,Female,40,Premium,One-year,63.16,2526.4,1
3465,45,Male,67,Basic,Month-to-month,117.14,7848.38,1
3466,27,Female,71,Premium,One-year,64.14,4553.94,1
3467,37,Male,3,Premium,One-year,32.13,96.39,1
3468,18,Male,66,Premium,Two-year,68.24,4503.84,1
3469,55,Female,11,Premium,Two-year,105.25,1157.75,1
3470,29,Male,68,Premium,One-year,96.97,6593.96,1
3471,21,Male,56,Premium,Two-year,102.82,5757.92,0
3472,56,Male,48,Premium,Two-year,43.8,2102.4,1
3473,58,Female,18,Basic,Two-year,69.07,1243.26,1
3474,50,Male,67,Premium,Two-year,107.86,7226.62,0
3475,28,Male,59,Basic,One-year,77.3,4560.7,1
3476,56,Male,71,Premium,One-year,81.76,5804.96,0
3477,21,Male,2,Premium,One-year,87.58,175.16,1
3478,70,Male,38,Basic,Month-to-month,31.64,1202.32,1
3479,65,Female,66,Premium,Two-year,113.97,7522.02,0
3480,55,Male,32,Basic,Two-year,37.08,1186.56,0
3481,69,Female,67,Premium,Month-to-month,30.01,2010.67,0
3482,43,Male,14,Basic,Two-year,78.28,1095.92,0
